WELL_PERMIT_NUM,PERIOD_ID,REPORTING_PERIOD,PRODUCTION_INDICATOR,WASTE_INDICATOR,WELL_STATUS,FARM_NAME_WELL_NUM,SPUD_DATE,GAS_QUANTITY,GAS_PRODUCTION_DAYS,CONDENSATE_QUANTITY,CONDENSATE_PRODUCTION_DAYS,OIL_QUANTITY,OIL_PRODUCTION_DAYS,AVERAGED,GROUP_NO,OPERATOR,OGO_NUM,WELL_COUNTY,WELL_MUNICIPALITY,WELL_LATITUDE,WELL_LONGITUDE,UNCONVENTIONAL,WELL_CONFIGURATION,WELL_TYPE,PRODUCTION_PERIOD_START_DATE,PRODUCTION_PERIOD_END_DATE,NON_PRODUCTION_COMMENTS,ADDITIONAL_COMMENTS,RECORD_SOURCE,SUBMISSION_FINAL_DATE,REPORT_GENERATED_DATE
027-21517,19APRP,Apr 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,4/1/19,4/30/19,Regulatory Inactive Well,,OGRE,6/14/19,9/29/21
027-21517,19AUGP,Aug 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,8/1/19,8/31/19,Regulatory Inactive Well,,OGRE,10/15/19,9/29/21
027-21517,19DECP,Dec 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,12/1/19,12/31/19,Regulatory Inactive Well,,OGRE,2/13/20,9/29/21
027-21517,19FEBP,Feb 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,2/1/19,2/28/19,Regulatory Inactive Well,,OGRE,4/12/19,9/29/21
027-21517,19JANP,Jan 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,1/1/19,1/31/19,Regulatory Inactive Well,,OGRE,3/15/19,9/29/21
027-21517,19JULP,Jul 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,7/1/19,7/31/19,Regulatory Inactive Well,,OGRE,9/3/19,9/29/21
027-21517,19JUNP,Jun 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,6/1/19,6/30/19,Regulatory Inactive Well,,OGRE,8/14/19,9/29/21
027-21517,19MARP,Mar 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,3/1/19,3/31/19,Regulatory Inactive Well,,OGRE,5/15/19,9/29/21
027-21517,19MAYP,May 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,5/1/19,5/31/19,Regulatory Inactive Well,,OGRE,7/15/19,9/29/21
027-21517,19NOVP,Nov 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,11/1/19,11/30/19,Regulatory Inactive Well,,OGRE,1/15/20,9/29/21
027-21517,19OCTP,Oct 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,10/1/19,10/31/19,Regulatory Inactive Well,,OGRE,12/12/19,9/29/21
027-21517,19SEPP,Sep 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,9/1/19,9/30/19,Regulatory Inactive Well,,OGRE,11/13/19,9/29/21
027-21517,20APRP,Apr 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,4/1/20,4/30/20,Regulatory Inactive Well,,OGRE,6/12/20,9/29/21
027-21517,20AUGP,Aug 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,8/1/20,8/31/20,Regulatory Inactive Well,,OGRE,10/15/20,9/29/21
027-21517,20DECP,Dec 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,12/1/20,12/31/20,Regulatory Inactive Well,,OGRE,2/12/21,9/29/21
027-21517,20FEBP,Feb 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,2/1/20,2/29/20,Regulatory Inactive Well,,OGRE,4/13/20,9/29/21
027-21517,20JANP,Jan 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,1/1/20,1/31/20,Regulatory Inactive Well,,OGRE,3/13/20,9/29/21
027-21517,20JULP,Jul 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,7/1/20,7/31/20,Regulatory Inactive Well,,OGRE,9/14/20,9/29/21
027-21517,20JUNP,Jun 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,6/1/20,6/30/20,Regulatory Inactive Well,,OGRE,8/14/20,9/29/21
027-21517,20MARP,Mar 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,3/1/20,3/31/20,Regulatory Inactive Well,,OGRE,5/15/20,9/29/21
027-21517,20MAYP,May 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,5/1/20,5/31/20,Regulatory Inactive Well,,OGRE,7/15/20,9/29/21
027-21517,20NOVP,Nov 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,11/1/20,11/30/20,Regulatory Inactive Well,,OGRE,1/14/21,9/29/21
027-21517,20OCTP,Oct 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,10/1/20,10/31/20,Regulatory Inactive Well,,OGRE,12/14/20,9/29/21
027-21517,20SEPP,Sep 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,9/1/20,9/30/20,Regulatory Inactive Well,,OGRE,11/13/20,9/29/21
027-21517,21APRP,Apr 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,4/1/21,4/30/21,Regulatory Inactive Well,,OGRE,6/14/21,9/29/21
027-21517,21FEBP,Feb 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,2/1/21,2/28/21,Regulatory Inactive Well,,OGRE,4/14/21,9/29/21
027-21517,21JANP,Jan 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,1/1/21,1/31/21,Regulatory Inactive Well,,OGRE,3/17/21,9/29/21
027-21517,21JULP,Jul 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,7/1/21,7/31/21,Regulatory Inactive Well,,OGRE,9/13/21,9/29/21
027-21517,21JUNP,Jun 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,6/1/21,6/30/21,Regulatory Inactive Well,,OGRE,8/13/21,9/29/21
027-21517,21MARP,Mar 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,3/1/21,3/31/21,Regulatory Inactive Well,,OGRE,5/20/21,9/29/21
027-21517,21MAYP,May 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 A-1000H,9/24/09,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.134336,-77.886635,Yes,Horizontal Well,GAS,5/1/21,5/31/21,Regulatory Inactive Well,,OGRE,7/12/21,9/29/21
027-21529,19APRP,Apr 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,4/1/19,4/30/19,Regulatory Inactive Well,,OGRE,6/14/19,9/29/21
027-21529,19AUGP,Aug 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,8/1/19,8/31/19,Regulatory Inactive Well,,OGRE,10/15/19,9/29/21
027-21529,19DECP,Dec 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,12/1/19,12/31/19,Regulatory Inactive Well,,OGRE,2/13/20,9/29/21
027-21529,19FEBP,Feb 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,2/1/19,2/28/19,Regulatory Inactive Well,,OGRE,4/12/19,9/29/21
027-21529,19JANP,Jan 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,1/1/19,1/31/19,Regulatory Inactive Well,,OGRE,3/15/19,9/29/21
027-21529,19JULP,Jul 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,7/1/19,7/31/19,Regulatory Inactive Well,,OGRE,9/3/19,9/29/21
027-21529,19JUNP,Jun 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,6/1/19,6/30/19,Regulatory Inactive Well,,OGRE,8/14/19,9/29/21
027-21529,19MARP,Mar 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,3/1/19,3/31/19,Regulatory Inactive Well,,OGRE,5/15/19,9/29/21
027-21529,19MAYP,May 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,5/1/19,5/31/19,Regulatory Inactive Well,,OGRE,7/15/19,9/29/21
027-21529,19NOVP,Nov 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,11/1/19,11/30/19,Regulatory Inactive Well,,OGRE,1/15/20,9/29/21
027-21529,19OCTP,Oct 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,10/1/19,10/31/19,Regulatory Inactive Well,,OGRE,12/12/19,9/29/21
027-21529,19SEPP,Sep 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,9/1/19,9/30/19,Regulatory Inactive Well,,OGRE,11/13/19,9/29/21
027-21529,20APRP,Apr 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,4/1/20,4/30/20,Regulatory Inactive Well,,OGRE,6/12/20,9/29/21
027-21529,20AUGP,Aug 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,8/1/20,8/31/20,Regulatory Inactive Well,,OGRE,10/15/20,9/29/21
027-21529,20DECP,Dec 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,12/1/20,12/31/20,Regulatory Inactive Well,,OGRE,2/12/21,9/29/21
027-21529,20FEBP,Feb 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,2/1/20,2/29/20,Regulatory Inactive Well,,OGRE,4/13/20,9/29/21
027-21529,20JANP,Jan 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,1/1/20,1/31/20,Regulatory Inactive Well,,OGRE,3/13/20,9/29/21
027-21529,20JULP,Jul 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,7/1/20,7/31/20,Regulatory Inactive Well,,OGRE,9/14/20,9/29/21
027-21529,20JUNP,Jun 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,6/1/20,6/30/20,Regulatory Inactive Well,,OGRE,8/14/20,9/29/21
027-21529,20MARP,Mar 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,3/1/20,3/31/20,Regulatory Inactive Well,,OGRE,5/15/20,9/29/21
027-21529,20MAYP,May 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,5/1/20,5/31/20,Regulatory Inactive Well,,OGRE,7/15/20,9/29/21
027-21529,20NOVP,Nov 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,11/1/20,11/30/20,Regulatory Inactive Well,,OGRE,1/14/21,9/29/21
027-21529,20OCTP,Oct 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,10/1/20,10/31/20,Regulatory Inactive Well,,OGRE,12/14/20,9/29/21
027-21529,20SEPP,Sep 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,9/1/20,9/30/20,Regulatory Inactive Well,,OGRE,11/13/20,9/29/21
027-21529,21APRP,Apr 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,4/1/21,4/30/21,Regulatory Inactive Well,,OGRE,6/14/21,9/29/21
027-21529,21FEBP,Feb 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,2/1/21,2/28/21,Regulatory Inactive Well,,OGRE,4/14/21,9/29/21
027-21529,21JANP,Jan 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,1/1/21,1/31/21,Regulatory Inactive Well,,OGRE,3/17/21,9/29/21
027-21529,21JULP,Jul 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,7/1/21,7/31/21,Regulatory Inactive Well,,OGRE,9/13/21,9/29/21
027-21529,21JUNP,Jun 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,6/1/21,6/30/21,Regulatory Inactive Well,,OGRE,8/13/21,9/29/21
027-21529,21MARP,Mar 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,3/1/21,3/31/21,Regulatory Inactive Well,,OGRE,5/20/21,9/29/21
027-21529,21MAYP,May 2021 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1001H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130858,-77.888738,Yes,Horizontal Well,GAS,5/1/21,5/31/21,Regulatory Inactive Well,,OGRE,7/12/21,9/29/21
027-21567,19APRP,Apr 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,4/1/19,4/30/19,Regulatory Inactive Well,,OGRE,6/14/19,9/29/21
027-21567,19AUGP,Aug 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,8/1/19,8/31/19,Regulatory Inactive Well,,OGRE,10/15/19,9/29/21
027-21567,19DECP,Dec 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,12/1/19,12/31/19,Regulatory Inactive Well,,OGRE,2/13/20,9/29/21
027-21567,19FEBP,Feb 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,2/1/19,2/28/19,Regulatory Inactive Well,,OGRE,4/12/19,9/29/21
027-21567,19JANP,Jan 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,1/1/19,1/31/19,Regulatory Inactive Well,,OGRE,3/15/19,9/29/21
027-21567,19JULP,Jul 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,7/1/19,7/31/19,Regulatory Inactive Well,,OGRE,9/3/19,9/29/21
027-21567,19JUNP,Jun 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,6/1/19,6/30/19,Regulatory Inactive Well,,OGRE,8/14/19,9/29/21
027-21567,19MARP,Mar 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,3/1/19,3/31/19,Regulatory Inactive Well,,OGRE,5/15/19,9/29/21
027-21567,19MAYP,May 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,5/1/19,5/31/19,Regulatory Inactive Well,,OGRE,7/15/19,9/29/21
027-21567,19NOVP,Nov 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,11/1/19,11/30/19,Regulatory Inactive Well,,OGRE,1/15/20,9/29/21
027-21567,19OCTP,Oct 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,10/1/19,10/31/19,Regulatory Inactive Well,,OGRE,12/12/19,9/29/21
027-21567,19SEPP,Sep 2019 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,9/1/19,9/30/19,Regulatory Inactive Well,,OGRE,11/13/19,9/29/21
027-21567,20APRP,Apr 2020 (PRODUCTION: Unconventional wells),No,No,Regulatory Inactive Status,COP TRACT 259 B-1003H,1/25/10,,,,,,,No,,EQT ARO LLC,OGO-68942,CENTRE,BURNSIDE,41.130892,-77.888704,Yes,Horizontal Well,GAS,4/1/20,4/30/20,Regulatory Inactive Well,,OGRE,6/12/20,9/29/21
