WELL_PERMIT_NUM,PERIOD_ID,REPORTING_PERIOD,PRODUCTION_INDICATOR,WASTE_INDICATOR,WELL_STATUS,FARM_NAME_WELL_NUM,SPUD_DATE,GAS_QUANTITY,GAS_PRODUCTION_DAYS,CONDENSATE_QUANTITY,CONDENSATE_PRODUCTION_DAYS,OIL_QUANTITY,OIL_PRODUCTION_DAYS,AVERAGED,GROUP_NO,OPERATOR,OGO_NUM,WELL_COUNTY,WELL_MUNICIPALITY,WELL_LATITUDE,WELL_LONGITUDE,UNCONVENTIONAL,WELL_CONFIGURATION,WELL_TYPE,PRODUCTION_PERIOD_START_DATE,PRODUCTION_PERIOD_END_DATE,NON_PRODUCTION_COMMENTS,ADDITIONAL_COMMENTS,RECORD_SOURCE,SUBMISSION_FINAL_DATE,REPORT_GENERATED_DATE
051-24520,19JUNP,Jun 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,11307,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,6/1/19,6/30/19,,,OGRE,7/30/19,9/29/21
051-24520,19MARP,Mar 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,12468,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,3/1/19,3/31/19,,,OGRE,4/25/19,9/29/21
051-24520,19MAYP,May 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,12731,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,5/1/19,5/31/19,,,OGRE,7/11/19,9/29/21
051-24520,19NOVP,Nov 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,11474,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,11/1/19,11/30/19,,,OGRE,1/14/20,9/29/21
051-24520,19OCTP,Oct 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,12244,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,10/1/19,10/31/19,,,OGRE,12/4/19,9/29/21
051-24520,19SEPP,Sep 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,11933,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,9/1/19,9/30/19,,,OGRE,12/4/19,9/29/21
051-24520,20APRP,Apr 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,10888,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,4/1/20,4/30/20,,,OGRE,5/27/20,9/29/21
051-24520,20AUGP,Aug 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,10795,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,8/1/20,8/31/20,,,OGRE,9/28/20,9/29/21
051-24520,20DECP,Dec 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,6291,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,12/1/20,12/31/20,,,OGRE,1/27/21,9/29/21
051-24520,20FEBP,Feb 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,11813,29,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,2/1/20,2/29/20,,,OGRE,3/31/20,9/29/21
051-24520,20JANP,Jan 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,11159,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,1/1/20,1/31/20,,,OGRE,3/2/20,9/29/21
051-24520,20JULP,Jul 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,9420,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,7/1/20,7/31/20,,,OGRE,8/31/20,9/29/21
051-24520,20JUNP,Jun 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,10787,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,6/1/20,6/30/20,,,OGRE,8/4/20,9/29/21
051-24520,20MARP,Mar 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,10232,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,3/1/20,3/31/20,,,OGRE,4/29/20,9/29/21
051-24520,20MAYP,May 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,10196,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,5/1/20,5/31/20,,,OGRE,6/30/20,9/29/21
051-24520,20NOVP,Nov 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,6894,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,11/1/20,11/30/20,,,OGRE,12/17/20,9/29/21
051-24520,20OCTP,Oct 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,7000,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,10/1/20,10/31/20,,,OGRE,12/2/20,9/29/21
051-24520,20SEPP,Sep 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,8087,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,9/1/20,9/30/20,,,OGRE,11/8/20,9/29/21
051-24520,21APRP,Apr 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,7513.75,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,4/1/21,4/30/21,,,OGRE,6/14/21,9/29/21
051-24520,21FEBP,Feb 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,8073.34,28,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,2/1/21,2/28/21,,,OGRE,4/14/21,9/29/21
051-24520,21JANP,Jan 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,6661.08,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,1/1/21,1/31/21,,,OGRE,3/17/21,9/29/21
051-24520,21JULP,Jul 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,2688.28,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,7/1/21,7/31/21,,,OGRE,9/13/21,9/29/21
051-24520,21JUNP,Jun 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,6486.58,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,6/1/21,6/30/21,,,OGRE,8/13/21,9/29/21
051-24520,21MARP,Mar 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,8286.13,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,3/1/21,3/31/21,,,OGRE,5/14/21,9/29/21
051-24520,21MAYP,May 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 7H,10/25/12,6098.43,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035461,-79.773442,Yes,Horizontal Well,GAS,5/1/21,5/31/21,,,OGRE,7/15/21,9/29/21
051-24521,19APRP,Apr 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,17190,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,4/1/19,4/30/19,,,OGRE,6/10/19,9/29/21
051-24521,19AUGP,Aug 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,18007,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,8/1/19,8/31/19,,,OGRE,12/4/19,9/29/21
051-24521,19DECP,Dec 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,15793,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,12/1/19,12/31/19,,,OGRE,2/3/20,9/29/21
051-24521,19FEBP,Feb 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,17068,28,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,2/1/19,2/28/19,,,OGRE,4/1/19,9/29/21
051-24521,19JANP,Jan 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,19043,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,1/1/19,1/31/19,,,OGRE,3/5/19,9/29/21
051-24521,19JULP,Jul 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,16131,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,7/1/19,7/31/19,,,OGRE,8/21/19,9/29/21
051-24521,19JUNP,Jun 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,16754,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,6/1/19,6/30/19,,,OGRE,7/30/19,9/29/21
051-24521,19MARP,Mar 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,18394,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,3/1/19,3/31/19,,,OGRE,4/25/19,9/29/21
051-24521,19MAYP,May 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,17708,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,5/1/19,5/31/19,,,OGRE,7/11/19,9/29/21
051-24521,19NOVP,Nov 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,15569,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,11/1/19,11/30/19,,,OGRE,1/14/20,9/29/21
051-24521,19OCTP,Oct 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,16333,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,10/1/19,10/31/19,,,OGRE,12/4/19,9/29/21
051-24521,19SEPP,Sep 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,15845,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,9/1/19,9/30/19,,,OGRE,12/4/19,9/29/21
051-24521,20APRP,Apr 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,14906,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,4/1/20,4/30/20,,,OGRE,5/27/20,9/29/21
051-24521,20AUGP,Aug 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,13783,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,8/1/20,8/31/20,,,OGRE,9/28/20,9/29/21
051-24521,20DECP,Dec 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,12947,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,12/1/20,12/31/20,,,OGRE,1/27/21,9/29/21
051-24521,20FEBP,Feb 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,14697,29,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,2/1/20,2/29/20,,,OGRE,3/31/20,9/29/21
051-24521,20JANP,Jan 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,15562,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,1/1/20,1/31/20,,,OGRE,3/2/20,9/29/21
051-24521,20JULP,Jul 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,14224,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,7/1/20,7/31/20,,,OGRE,8/31/20,9/29/21
051-24521,20JUNP,Jun 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,14726,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,6/1/20,6/30/20,,,OGRE,8/4/20,9/29/21
051-24521,20MARP,Mar 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,15626,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,3/1/20,3/31/20,,,OGRE,4/29/20,9/29/21
051-24521,20MAYP,May 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,15022,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,5/1/20,5/31/20,,,OGRE,6/30/20,9/29/21
051-24521,20NOVP,Nov 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,14405,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,11/1/20,11/30/20,,,OGRE,12/17/20,9/29/21
051-24521,20OCTP,Oct 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,15615,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,10/1/20,10/31/20,,,OGRE,12/2/20,9/29/21
051-24521,20SEPP,Sep 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,14537,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,9/1/20,9/30/20,,,OGRE,11/8/20,9/29/21
051-24521,21APRP,Apr 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,13163.47,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,4/1/21,4/30/21,,,OGRE,6/14/21,9/29/21
051-24521,21FEBP,Feb 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,12356.97,28,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,2/1/21,2/28/21,,,OGRE,4/14/21,9/29/21
051-24521,21JANP,Jan 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,14875.06,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,1/1/21,1/31/21,,,OGRE,3/17/21,9/29/21
051-24521,21JULP,Jul 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,10561.81,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,7/1/21,7/31/21,,,OGRE,9/13/21,9/29/21
051-24521,21JUNP,Jun 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,4599.28,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,6/1/21,6/30/21,,,OGRE,8/13/21,9/29/21
051-24521,21MARP,Mar 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,13475.47,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,3/1/21,3/31/21,,,OGRE,5/14/21,9/29/21
051-24521,21MAYP,May 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 8H,10/26/12,4924.69,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035422,-79.773419,Yes,Horizontal Well,GAS,5/1/21,5/31/21,,,OGRE,7/15/21,9/29/21
051-24522,19APRP,Apr 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,19423,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,4/1/19,4/30/19,,,OGRE,6/10/19,9/29/21
051-24522,19AUGP,Aug 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,17312,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,8/1/19,8/31/19,,,OGRE,12/4/19,9/29/21
051-24522,19DECP,Dec 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,18016,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,12/1/19,12/31/19,,,OGRE,2/3/20,9/29/21
051-24522,19FEBP,Feb 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,18111,28,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,2/1/19,2/28/19,,,OGRE,4/1/19,9/29/21
051-24522,19JANP,Jan 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,20954,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,1/1/19,1/31/19,,,OGRE,3/5/19,9/29/21
051-24522,19JULP,Jul 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,16653,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,7/1/19,7/31/19,,,OGRE,8/21/19,9/29/21
051-24522,19JUNP,Jun 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,18027,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,6/1/19,6/30/19,,,OGRE,7/30/19,9/29/21
051-24522,19MARP,Mar 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,18409,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,3/1/19,3/31/19,,,OGRE,4/25/19,9/29/21
051-24522,19MAYP,May 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,18759,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,5/1/19,5/31/19,,,OGRE,7/11/19,9/29/21
051-24522,19NOVP,Nov 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,17810,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,11/1/19,11/30/19,,,OGRE,1/14/20,9/29/21
051-24522,19OCTP,Oct 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,18201,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,10/1/19,10/31/19,,,OGRE,12/4/19,9/29/21
051-24522,19SEPP,Sep 2019 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,15949,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,9/1/19,9/30/19,,,OGRE,12/4/19,9/29/21
051-24522,20APRP,Apr 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,16718,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,4/1/20,4/30/20,,,OGRE,5/27/20,9/29/21
051-24522,20AUGP,Aug 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,14109,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,8/1/20,8/31/20,,,OGRE,9/28/20,9/29/21
051-24522,20DECP,Dec 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,15412,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,12/1/20,12/31/20,,,OGRE,1/27/21,9/29/21
051-24522,20FEBP,Feb 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,17696,29,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,2/1/20,2/29/20,,,OGRE,3/31/20,9/29/21
051-24522,20JANP,Jan 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,18375,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,1/1/20,1/31/20,,,OGRE,3/2/20,9/29/21
051-24522,20JULP,Jul 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,16048,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,7/1/20,7/31/20,,,OGRE,8/31/20,9/29/21
051-24522,20JUNP,Jun 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,15488,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,6/1/20,6/30/20,,,OGRE,8/4/20,9/29/21
051-24522,20MARP,Mar 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,17934,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,3/1/20,3/31/20,,,OGRE,4/29/20,9/29/21
051-24522,20MAYP,May 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,15371,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,5/1/20,5/31/20,,,OGRE,6/30/20,9/29/21
051-24522,20NOVP,Nov 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,15170,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,11/1/20,11/30/20,,,OGRE,12/17/20,9/29/21
051-24522,20OCTP,Oct 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,16140,31,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,10/1/20,10/31/20,,,OGRE,12/2/20,9/29/21
051-24522,20SEPP,Sep 2020 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,14237,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,9/1/20,9/30/20,,,OGRE,11/8/20,9/29/21
051-24522,21APRP,Apr 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,14541.5,30,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,4/1/21,4/30/21,,,OGRE,6/14/21,9/29/21
051-24522,21FEBP,Feb 2021 (PRODUCTION: Unconventional wells),Yes,No,Active,ROSA UNIT 9H,10/26/12,13802.53,28,,,,,No,,EQT CHAP LLC,OGO-39307,FAYETTE,FRANKLIN,40.035386,-79.773394,Yes,Horizontal Well,GAS,2/1/21,2/28/21,,,OGRE,4/14/21,9/29/21
